SA2 code,SA2 name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
127021509,Bonnyrigg Heights - Bonnyrigg,16448,16277,16112,15961,15873,15757,15668,15742,15781,15820,15943,16033,16191,16332,16456,16558,16764,16845,16913,16923,16803
127021510,Bossley Park - Abbotsbury,19256,19149,19046,18927,18887,18819,18943,19123,19244,19225,19177,19200,19288,19344,19395,19498,19712,19765,19798,19742,19505
127021511,Cabramatta - Lansvale,23497,23495,23415,23225,23262,23293,23369,23777,24116,24462,24605,24816,25026,25197,25335,25492,25768,25852,25890,25766,25347
127021512,Cabramatta West - Mount Pritchard,15884,15791,15717,15596,15640,15651,15937,16163,16302,16409,16484,16727,17000,17250,17486,17713,18018,18308,18495,18445,18331
127021513,Canley Vale - Canley Heights,19559,19339,19201,19008,18990,19028,19323,19637,20131,20326,20433,20627,20873,21071,21240,21458,21817,21999,22158,22003,21671
127021514,Edensor Park,9748,9749,9725,9683,9696,9720,9861,9964,10024,10010,9964,9985,10053,10099,10129,10198,10305,10312,10335,10211,10027
127021515,Fairfield,14897,14996,15213,15393,15688,15809,16122,16570,17035,17296,17662,17817,18007,18104,18215,18435,18779,19119,19292,19148,18680
127021516,Fairfield - West,16341,16468,16531,16520,16702,16840,17153,17549,17999,18143,18146,18427,18717,18941,19320,19801,20258,20524,20770,20793,20596
127021517,Greenfield Park - Prairiewood,8392,8266,8177,8099,8052,7998,8006,8095,8134,8120,8104,8163,8249,8369,8484,8636,8747,8801,8837,8820,8779
127021518,Horsley Park - Kemps Creek,3919,4017,4109,4133,4176,4223,4286,4400,4479,4525,4560,4588,4617,4632,4639,4650,4680,4682,4723,4685,4608
127021519,Smithfield - Wetherill Park,17517,17349,17154,16978,16950,16897,16933,17212,17474,17646,17698,17789,17949,18129,18316,18591,18930,19088,19208,19160,18878
127021520,St Johns Park - Wakeley,11454,11384,11286,11143,11084,11030,11062,11129,11183,11187,11157,11146,11148,11154,11159,11175,11223,11202,11184,11190,11096
127021521,Wetherill Park Industrial,21,21,21,21,21,21,22,23,25,26,27,29,31,32,34,36,36,36,36,36,36
127031522,Casula,11535,12164,12650,12960,13367,13651,13963,14356,14751,15076,15311,15494,15716,15897,16062,16255,16536,16801,16970,17081,17082
127031523,Chipping Norton - Moorebank,15513,15398,15198,15108,15000,14920,14936,15173,15563,15904,16209,16865,17548,18235,18826,19420,19943,20523,21049,21346,21460
127031524,Holsworthy - Wattle Grove,18063,18247,18215,18281,18316,18530,18921,19498,19950,20150,20408,20442,20512,20676,20944,21348,21569,21759,21903,21908,21804
127031598,Liverpool,21022,21203,21388,21532,21781,21913,22653,24057,24789,25139,25581,26023,26578,26935,27638,28523,29486,30480,31588,32467,32796
127031599,Lurnea - Cartwright,10489,10440,10373,10360,10417,10488,10577,10754,10860,11120,11310,11395,11539,11643,11821,12031,12237,12414,12579,12642,12674
127031600,Prestons - Edmondson Park,9310,10429,11094,11690,12303,13008,13655,14252,14928,15223,15465,15949,16494,16934,17493,18231,19222,20526,21616,22549,24033
127031601,Warwick Farm,4348,4288,4215,4141,4133,4114,4161,4299,4524,4653,4815,5064,5305,5534,5829,6052,6402,6647,6716,6781,6670
128011529,Gymea - Grays Point,16832,16815,16865,16844,16899,16868,16955,17189,17385,17428,17475,17607,17749,17868,17976,18080,18166,18242,18359,18468,18555
128011530,Miranda - Yowie Bay,16884,16980,17042,17028,17183,17233,17485,17932,18187,18351,18429,18499,18622,18725,18817,18905,19042,19129,19423,19774,20291
128011531,Sylvania - Taren Point,14705,14745,14753,14759,14814,14963,15140,15439,15700,15850,15889,16101,16331,16494,16636,16756,16912,17069,17188,17320,17366
128011602,Caringbah,9679,9854,9979,10093,10219,10303,10457,10719,11085,11315,11445,11570,11744,11909,12066,12222,12376,12584,12879,13147,13227
128011603,Caringbah South,11907,11952,11950,11919,11889,11847,11820,11857,11995,12068,12147,12214,12290,12358,12423,12484,12572,12695,12871,13007,13154
128011604,Cronulla - Kurnell - Bundeena,22018,22212,22140,22032,22025,22014,22234,22555,22841,22962,22944,23105,23398,23846,24353,24746,24984,25320,25605,25759,26102
128011605,Lilli Pilli - Port Hacking - Dolans Bay,3253,3261,3260,3262,3270,3263,3237,3227,3231,3227,3223,3216,3223,3228,3242,3263,3267,3278,3270,3272,3257
128011606,Woolaware - Burraneer,7549,7563,7509,7451,7420,7393,7503,7651,7748,7868,7956,7972,7992,8009,8021,8038,8224,8324,8390,8617,8838
128021533,Heathcote - Waterfall,6691,6661,6627,6588,6526,6479,6523,6606,6702,6716,6684,6680,6686,6689,6686,6681,6685,6701,6729,6701,6661
128021534,Illawong - Alfords Point,12003,11857,11682,11507,11373,11201,11321,11440,11462,11392,11232,11161,11100,11042,10960,10859,10787,10683,10597,10600,10563
128021535,Menai - Lucas Heights - Woronora,21802,21910,21940,21910,21869,21862,22009,22158,22228,22122,21820,21792,21794,21782,21762,21765,21736,21740,21715,21677,21592
128021536,Oyster Bay - Como - Jannali,21252,21152,21033,20871,20702,20557,20667,20972,21315,21408,21484,21529,21590,21664,21752,21839,21966,22092,22198,22259,22302
128021537,Royal National Park,20,20,20,20,20,20,20,19,19,18,18,20,22,24,26,28,28,28,28,28,28
128021538,Sutherland - Kirrawee,18564,18755,18893,18876,18823,18818,19221,19695,19878,20025,20159,20443,20718,20997,21251,21548,21833,22092,22380,22769,23467
128021607,Engadine,17075,17015,16908,16695,16509,16521,16550,16837,17149,17201,17233,17262,17302,17341,17368,17422,17421,17466,17498,17578,17564
128021608,Loftus - Yarrawarrah,7661,7656,7601,7524,7480,7453,7435,7449,7495,7500,7489,7479,7478,7472,7461,7451,7448,7450,7452,7445,7418
128021609,Woronora Heights,4006,4028,4002,3967,3939,3916,3962,3987,4015,4017,4010,3962,3905,3868,3818,3764,3699,3626,3569,3517,3488
